datasets id,metric,alg,kind,score
590,acc,RF,Supervised,77.7777778
591,acc,RF,Supervised,84.2592593
592,acc,RF,Supervised,84.2592593
593,acc,RF,Supervised,85.1851852
594,acc,RF,Supervised,82.4074074
595,acc,RF,Supervised,80.5555556
596,acc,RF,Supervised,82.4074074
597,acc,RF,Supervised,84.2592593
598,acc,RF,Supervised,84.2592593
599,acc,RF,Supervised,86.1111111
600,acc,RF,Supervised,81.4814815
601,acc,5NN,Supervised,76.8518519
602,acc,5NN,Supervised,75.9259259
603,acc,5NN,Supervised,79.6296296
604,acc,5NN,Supervised,79.6296296
605,acc,5NN,Supervised,81.4814815
606,acc,5NN,Supervised,77.7777778
607,acc,5NN,Supervised,83.3333333
608,acc,5NN,Supervised,79.6296296
609,acc,5NN,Supervised,79.6296296
610,acc,5NN,Supervised,75.9259259
611,acc,5NN,Supervised,78.7037037
612,acc,5NN,Supervised,83.3333333
613,acc,5NN,Supervised,78.7037037
614,acc,5NN,Supervised,75.9259259
615,acc,5NN,Supervised,76.8518519
616,acc,5NN,Supervised,76.8518519
617,acc,5NN,Supervised,86.1111111
618,acc,5NN,Supervised,83.3333333
619,acc,5NN,Supervised,81.4814815
620,acc,5NN,Supervised,76.8518519
621,acc,5NN,Supervised,75.9259259
622,acc,5NN,Supervised,75.9259259
623,acc,5NN,Supervised,75
624,acc,5NN,Supervised,77.7777778
625,acc,5NN,Supervised,80.5555556
626,acc,5NN,Supervised,73.1481481
627,acc,5NN,Supervised,79.6296296
628,acc,5NN,Supervised,79.6296296
629,acc,5NN,Supervised,76.8518519
630,acc,5NN,Supervised,71.2962963
631,acc,5NN,Supervised,79.6296296
632,acc,5NN,Supervised,80.5555556
633,acc,5NN,Supervised,77.7777778
634,acc,5NN,Supervised,78.7037037
635,acc,5NN,Supervised,83.3333333
636,acc,5NN,Supervised,84.2592593
637,acc,5NN,Supervised,82.4074074
638,acc,5NN,Supervised,83.3333333
639,acc,5NN,Supervised,78.7037037
640,acc,5NN,Supervised,77.7777778
